"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AP001107.9",-0.509105470108509,2.96499914656283,-5.51459821745659,5.10074879398937e-08,4.65303828208451e-07,7.33048022995901
"AC064807.1",0.471138913719336,2.40751317817793,5.51075392835655,5.2081916961611e-08,4.74494379722235e-07,7.31029243826653
"AC016747.1",-0.285324069155476,0.583488190158467,-5.5069036576561,5.31800430644178e-08,4.84187726705965e-07,7.2900860478072
"C17orf77",1.02894810133775,1.19157212812161,5.50616517336816,5.33932199763415e-08,4.85816615137752e-07,7.28621191547529
"AL590004.3",0.324125326052601,0.324376411004809,5.49713801088681,5.60671178111207e-08,5.09818769782199e-07,7.23889302684391
"AC005306.1",0.324534747773569,0.661200028537588,5.48825759036746,5.88242549829544e-08,5.34546563229719e-07,7.19241216015611
"AC068580.2",0.787449354563332,0.740424838382191,5.48703402830778,5.92143126630002e-08,5.37746378161877e-07,7.18601328584837
"AC011773.1",0.377399257946043,0.454871017713472,5.47817421879011,6.21146369883434e-08,5.62643510509109e-07,7.13971774376064
"AC007285.2",0.395428392951455,0.564256600397611,5.47121917282713,6.44876340528526e-08,5.83020854804361e-07,7.1034228930669
"LINC00114",0.691431125267588,1.30151140058873,5.46870609437899,6.53665388706623e-08,5.90214047790133e-07,7.09031872448728
"AC018809.1",0.500450435007222,1.09541524740229,5.46709801367506,6.59350279877762e-08,5.94589667146766e-07,7.08193643849961
"LINC02345",0.422196159674378,0.447553216227993,5.4639929381298,6.70463515350121e-08,6.03843125387759e-07,7.06575725671976
"AL592211.1",0.269697891897124,0.460194775587116,5.46352613767974,6.72149869202344e-08,6.04977558464281e-07,7.06332568787787
"NCBP2-AS1",0.537620868592074,1.15187507219375,5.45872073467085,6.89750946250522e-08,6.20032302729702e-07,7.03830527362745
"AC114763.1",0.332288897959571,0.739823408348138,5.45856951792251,6.90312018697096e-08,6.20143420598861e-07,7.03751825453433
"AC019069.1",0.52907812704977,2.29052941874079,5.4578982772019,6.92807934673425e-08,6.21991468139992e-07,7.03402497044471
"AL354707.1",0.815579735946961,2.33142554663652,5.45776149390302,6.93317618113447e-08,6.22055098378242e-07,7.03331316805475
"WARS2-AS1",0.419155313253484,1.95507751584746,5.45296648558046,7.11416727231466e-08,6.37890166048909e-07,7.00837082832559
"AL133370.1",-1.48719373102568,3.43156421170647,-5.45218988673705,7.1439089652664e-08,6.40152044826906e-07,7.00433304741782
"TTC28-AS1",0.300094684579692,1.69028791716035,5.45164882970974,7.16470134112986e-08,6.41609641262519e-07,7.0015202315319
"AC090587.1",-0.367918564855808,0.902867397420394,-5.4514839715733,7.17104837379296e-08,6.4177261203844e-07,7.00066322709982
"PRKAG2-AS1",-0.913266194234615,2.23690390202346,-5.45041903479376,7.21218012902243e-08,6.45046470088467e-07,6.99512778980705
"LINC01719",0.34098146019518,0.688300218253057,5.44851950455948,7.28611630615459e-08,6.51248327591724e-07,6.98525666028695
"AL355312.3",0.806860659517514,1.04097105206188,5.4461113905573,7.38090667962085e-08,6.59305186454349e-07,6.97274711687103
"LINC01251",-0.303461448645301,0.279973118378477,-5.44388253872229,7.46970691699447e-08,6.66817161557391e-07,6.96117327975646
"FALEC",0.421375125359552,0.780554406688841,5.44319268382766,7.49740116919682e-08,6.68453970512174e-07,6.95759191982514
"AC010331.1",0.32161319563288,0.667143085862074,5.44319089063679,7.49747328664191e-08,6.68453970512174e-07,6.95758261106955
"KRT7-AS",0.358110740221894,0.380872889665581,5.4412694927406,7.57513508948878e-08,6.74106183481438e-07,6.9476099149635
"AC103691.1",0.717678690115346,1.85911967349532,5.43133476621914,7.98931527939662e-08,7.10517775412337e-07,6.89609650056012
"AL031275.1",0.748161895949195,0.962446918299099,5.42675146314555,8.18772521028876e-08,7.27706536558329e-07,6.87236011012534
"AL513320.1",0.487451657060827,1.12256864298919,5.42655825544875,8.19619332648557e-08,7.28002735565535e-07,6.87135991088562
"AP005264.1",-0.272159969865527,0.20870227041944,-5.42521844861717,8.2551501457511e-08,7.32780265912132e-07,6.86442487971159
"AC116552.1",0.394309000670987,0.596148141182939,5.42362952441202,8.32560277891718e-08,7.38109724790056e-07,6.85620240295248
"AL807752.4",0.315584758210556,0.370622684908796,5.42032698936257,8.47390861748601e-08,7.50319353913065e-07,6.83911923024683
"CLDN10-AS1",0.630072688047279,0.597538948718694,5.41450648227051,8.74155311397382e-08,7.73109201657781e-07,6.80903430262664
"AC004837.2",0.66713578456619,1.02103249622202,5.41449265847363,8.74219843578882e-08,7.73109201657781e-07,6.80896288549565
"FAM160A1-DT",-0.589309595790854,1.83405342518642,-5.41359492362861,8.78420559135953e-08,7.76339765979506e-07,6.80432532240096
"AC005840.2",0.451507259056007,1.28356359756453,5.41225219989697,8.84740067074454e-08,7.81437706594857e-07,6.79739032125868
"AL356481.3",0.454544860505311,1.14276503331457,5.40785441048942,9.05748625340242e-08,7.99464572955665e-07,6.77468725995697
"SEMA6A-AS1",-0.305993779498938,0.572341862431941,-5.40774489616535,9.06277912485718e-08,7.99464572955665e-07,6.77412211996565
"AP006545.1",0.360323084002964,0.675581571503379,5.40701573141665,9.09809655245086e-08,8.02080949798156e-07,6.77035958894361
"BX640514.2",0.524504533395908,0.669071912581351,5.40265959287574,9.31188712217481e-08,8.20418345829397e-07,6.74789130186829
"AC016394.2",0.507181327657392,2.35927435981274,5.3956750644056,9.6648862171958e-08,8.49934410762827e-07,6.71190063589801
"LINC01558",0.838556275100722,2.10063571377879,5.39474999408772,9.71260223528857e-08,8.53601049519224e-07,6.7071370120996
"AL022316.1",0.796942890908285,1.14569891460703,5.39297293156833,9.80490696096308e-08,8.61179436670462e-07,6.69798816737003
"AC004130.2",0.689945045504406,3.16361828472212,5.39183533109282,9.86444279286474e-08,8.65872080691335e-07,6.69213290550141
"AL645940.1",0.389826631715811,0.680859200269391,5.38439650083928,1.02624865683868e-07,8.99697029025674e-07,6.65387279902473
"AL121820.2",0.599110631208101,1.22521962127207,5.37945922283984,1.05352323244833e-07,9.23037413052384e-07,6.62850551354951
"AC099518.1",0.411647295993019,0.676064168358351,5.37693221062972,1.06775375440708e-07,9.34350445831776e-07,6.61553016691879
"AC022101.1",0.607752829850796,1.09261691352164,5.37320108623064,1.08910654128877e-07,9.52447521857469e-07,6.59638228256515
"AP000593.3",0.310644847706662,0.419430031577566,5.36599636923774,1.13151660076601e-07,9.87866070269603e-07,6.55944246805752
"AC022075.1",0.909901341131159,1.81266994674763,5.3659661879594,1.13169758614407e-07,9.87866070269603e-07,6.55928781861554
"AC108673.3",0.551072357265734,2.48195232269375,5.36455971035831,1.1401628999923e-07,9.94643032017896e-07,6.55208188114863
"MIR7-3HG",-0.274310666688189,0.134373694247418,-5.36209515013694,1.15514494520446e-07,1.00709315763951e-06,6.53945912771827
"AC026336.3",1.04532464451886,0.965739659124867,5.35629328359708,1.19117222962788e-07,1.03786462982205e-06,6.5097645733764
"AP003486.1",-0.45528491042319,2.1887035603783,-5.35614155109514,1.19212890110916e-07,1.03803244542036e-06,6.50898838444809
"ZMIZ1-AS1",0.295221638960786,0.63930139042856,5.35465893666603,1.20151606715339e-07,1.04430973439402e-06,6.50140511377968
"AC011498.3",0.324298381457868,0.349091833353947,5.35376005798623,1.20724217911332e-07,1.04864369675921e-06,6.49680846572152
"AP002478.1",0.433978753366507,0.434855201874394,5.35327414363409,1.21034860294586e-07,1.05069821159587e-06,6.49432391066169
"ZNF687-AS1",0.428826082080714,1.69790271880824,5.34976988931411,1.232981788366e-07,1.06838324155724e-06,6.47641221399569
"CHKB-DT",0.542182922106946,1.97546414480225,5.34703243439498,1.25094742904811e-07,1.08328837838644e-06,6.46242739746878
"AC243967.2",0.660257970300576,0.942465392878895,5.34606553260392,1.25735357441195e-07,1.08817120090744e-06,6.45748935515153
"MIR181A2HG",0.564892955288889,1.01807338665608,5.34258212059761,1.28069752664342e-07,1.10769787295284e-06,6.43970606167476
"TSPEAR-AS1",0.465845830261962,0.651471940941757,5.34191749455957,1.28519898875947e-07,1.1103876511578e-06,6.43631425761847
"AC138028.6",0.317186311711389,0.827214913004248,5.34189170521016,1.28537396695115e-07,1.1103876511578e-06,6.43618265390039
"AL078644.2",0.348505341782112,0.928732123905072,5.33788215713304,1.3128612145384e-07,1.13344217888529e-06,6.4157288847649
"C1orf147",0.275880132996286,0.514973077924606,5.3369481843558,1.3193453976107e-07,1.13834694805413e-06,6.41096645610079
"AP000757.1",-0.385858408875042,0.671991287069074,-5.33672670024527,1.32088761860384e-07,1.13898436017811e-06,6.40983719622114
"AC012173.1",0.373564646493008,0.653579884262985,5.33552570344372,1.3292807939107e-07,1.14552489571295e-06,6.40371453399334
"AL365226.1",2.21882391490493,4.14001103299309,5.33364889366086,1.34250054038693e-07,1.15621431716434e-06,6.39414910881903
"AL137186.2",0.286718124953299,1.06795942435023,5.33294455468052,1.34749454016829e-07,1.15981072261236e-06,6.39056013946108
"AC073111.1",0.520498088341252,0.896279608443675,5.33116501306515,1.36019246929667e-07,1.16952491832591e-06,6.38149438877921
"AL590226.1",-0.283003503058213,0.448111547943707,-5.3311317776227,1.36043072116213e-07,1.16952491832591e-06,6.38132509943038
"LINC01579",-0.266899801619308,0.325839600053625,-5.32732108401305,1.38801806380295e-07,1.1919002462602e-06,6.36192119521319
"LINC01006",0.666810641437045,3.12853653922614,5.32730440018203,1.38814003003357e-07,1.1919002462602e-06,6.36183626966609
"AC099791.2",0.362602028802014,0.487202084166395,5.32571526340918,1.39980508280581e-07,1.20118867154087e-06,6.3537482158268
"ASB16-AS1",0.380673810203487,3.33967104895129,5.31951702347638,1.44621822334354e-07,1.23801869167379e-06,6.32222279343515
"AC079174.2",0.369061750865749,1.0393348006231,5.31936737074187,1.4473570848028e-07,1.23824586808476e-06,6.32146204610925
"LINC01833",0.698139530801398,0.702248108136458,5.31560527321668,1.47627410844943e-07,1.26146243287396e-06,6.30234416112409
"MIR34AHG",0.345517435638589,0.517916287736429,5.31200449475786,1.5044752849463e-07,1.28401213963869e-06,6.28405763318827
"PPP1R12A-AS1",-0.280988858592805,0.82378397987248,-5.31049583354655,1.51644568931229e-07,1.29344970467455e-06,6.27639927543361
"AL162431.1",0.344678797924388,0.880375137662036,5.30103380108983,1.59365441376695e-07,1.35767097172839e-06,6.22841289087534
"AC020658.4",0.297001390142687,0.44694082546095,5.29968063377705,1.6050028507551e-07,1.36454915554822e-06,6.22155674390205
"LINC01807",0.866061154205211,0.934788956857501,5.29963200732545,1.60541211459033e-07,1.36454915554822e-06,6.22131039611113
"DUXAP8",0.453243462194864,0.466772071325341,5.29682841600338,1.62918031299441e-07,1.3837783173762e-06,6.20711054156328
"AC139887.2",0.457012942585292,1.82498870011221,5.29625600968323,1.63407479516909e-07,1.38710444888126e-06,6.20421221690436
"FSIP2-AS1",0.449257056208768,0.73036182968802,5.29543361890904,1.64113177777296e-07,1.3922611658713e-06,6.20004862139772
"LINC02804",0.332374788840806,0.457628092222195,5.29206595924638,1.67033924722901e-07,1.41534543746076e-06,6.18300502253591
"ARHGEF38-IT1",0.55561010533308,0.853559772402331,5.291296753462,1.67708085161983e-07,1.42020896968714e-06,6.17911349251904
"INE1",0.559848213121114,2.1817825318878,5.28459566316217,1.73693800539803e-07,1.47001989041926e-06,6.14523354371515
"AC034102.6",0.263828376742059,0.508223188465784,5.28308939125508,1.75067496533189e-07,1.4798788496449e-06,6.13762341248824
"AC080112.1",0.737181051212196,1.15937355612154,5.28230607871729,1.7578602031198e-07,1.48489597217946e-06,6.13366667049292
"AL355574.1",0.551023693897939,2.2650043864215,5.2822141755674,1.75870509120295e-07,1.48489597217946e-06,6.13320247584686
"AC027097.2",-0.299930013983029,0.557991820456268,-5.27347905469311,1.8408309829272e-07,1.55054189031348e-06,6.08911589686208
"AL031667.3",0.423427051996313,0.694263371448355,5.27312793655952,1.84420864238166e-07,1.55246447235169e-06,6.08734518288213
"LINC02560",0.508721453345869,0.575389660536823,5.26544427560833,1.91964497434518e-07,1.61309348881549e-06,6.04862295554203
"VASH1-AS1",0.403765944260085,1.28043257413834,5.26501453266464,1.92395121596226e-07,1.61479765763653e-06,6.0464587692111
"AC020910.5",0.52494240790895,2.71852449200295,5.26388620997323,1.935302174323e-07,1.62336352800017e-06,6.04077730370451
"AC123912.1",-0.390909582303671,0.414110167133028,-5.25979098952375,1.97704785518279e-07,1.65739978681675e-06,6.02016592779705
"AC078820.1",0.625089523008959,0.645318773592918,5.25576084901769,2.01898118258619e-07,1.68955591761167e-06,5.99989644474623
"AC130456.3",0.522050607982274,1.57980560042668,5.2555422399057,2.02128026305523e-07,1.69048194743781e-06,5.99879736300139
"RASSF10-DT",0.588095354295079,0.948551191497093,5.25511922074524,2.02573629897912e-07,1.69320977442972e-06,5.9966707058027
"C17orf82",0.362337936169173,0.565086157595028,5.25292713627705,2.04898033220475e-07,1.71062103588543e-06,5.98565288392173
"AC138028.4",0.512143838319379,1.87914440566886,5.24804484311136,2.10168263261461e-07,1.75255605882027e-06,5.96112871020274
"LINC01426",0.385239976693698,0.541360650982198,5.24376893016815,2.14891599649857e-07,1.78983743633159e-06,5.9396675982719
"AC078820.2",0.411347043909701,0.414292438726863,5.24072106542342,2.18320985374795e-07,1.81718363737777e-06,5.92437993270038
"AL135999.3",0.631878252912008,1.22307502548302,5.24062386908823,2.18431216005341e-07,1.81718363737777e-06,5.92389254342019
"AC005387.1",0.427953860627998,0.949420497934653,5.24019136651305,2.1892237235252e-07,1.82020149587644e-06,5.9217238674547
"AC104066.3",0.405337695519878,0.878739834200087,5.23556831424126,2.24239657940174e-07,1.86222694256585e-06,5.8985529763489
"AC008669.1",-0.488577852672744,1.39951751776166,-5.23519739735215,2.24671653746992e-07,1.86472210978768e-06,5.89669474088794
"DLEU1",0.426081686560266,1.72490644319497,5.2309715790384,2.29650594587889e-07,1.90270416649791e-06,5.87553257300088
"LINC00857",0.517317272798018,2.48407554301642,5.22558884717721,2.36147566019104e-07,1.95539012610211e-06,5.84859946896693
"AP003390.1",0.693511019491411,2.02610986960888,5.22453665149084,2.37438203267768e-07,1.96492934589835e-06,5.84333766007299
"AC010789.1",0.77134768318158,0.738798085822933,5.22034606008123,2.42646551601845e-07,2.0056895134156e-06,5.82239103616015
"LINC02709",0.363798249184671,0.864709564293989,5.2195508351304,2.43647322741029e-07,2.01278813938043e-06,5.81841785316008
"SLC25A21-AS1",-0.478239240890593,0.92487543847136,-5.21935477113589,2.43894678019834e-07,2.01365809878228e-06,5.81743834378111
"AC079414.3",0.475776678249677,1.781182025675,5.21563757938322,2.48630574816793e-07,2.05156404458839e-06,5.79887413772794
"AC010834.3",0.568991035898382,1.66972930247719,5.21510726818823,2.49313435399042e-07,2.05600189657756e-06,5.79622667382027
"AL442128.2",0.294223761457266,0.525055282313918,5.21485737360604,2.49635843851235e-07,2.05746379211344e-06,5.79497921477119
"RBM26-AS1",0.358511220938494,1.19766258073348,5.2141147361445,2.50596362669224e-07,2.06418014944737e-06,5.79127233584052
"AL121583.1",0.444100644177631,1.03598201093068,5.21006205887908,2.55901429494519e-07,2.10665427672143e-06,5.77105190720539
"AC010997.5",0.406073276397848,0.52390283810245,5.20713490293115,2.59800624333481e-07,2.13627241911335e-06,5.75645612574106
"LINC01235",0.609535452384222,1.15745869089378,5.20287679003399,2.6557563023963e-07,2.1812283512613e-06,5.73523718295499
"AC005519.1",0.439848988380243,1.10691720933216,5.19803072549361,2.72299283556447e-07,2.23386264102789e-06,5.71110775076148
"LINC02100",0.529274803435855,0.808830985790773,5.19744000321143,2.73130061253138e-07,2.2393821563473e-06,5.70816784856307
"AL512274.1",0.676452527458175,1.88277217229199,5.19650558681143,2.74449215096004e-07,2.24755468480374e-06,5.70351807821598
"AL109741.1",-0.405585529524193,0.675518947245482,-5.19639730651419,2.74602477009035e-07,2.24755468480374e-06,5.70297931181419
"SLC12A5-AS1",0.305951071561728,0.379801679787447,5.19600837770796,2.75153657534226e-07,2.25076644501165e-06,5.70104421763321
"LINC00992",-0.743714561410219,2.50630939666371,-5.19116434522877,2.82108881706793e-07,2.30367252711722e-06,5.6769541355738
"AC009996.1",0.433502266197778,0.821310643473553,5.18946324150203,2.84591524703968e-07,2.32260763051436e-06,5.66849919100604
"ZNF503-AS2",0.423027861538426,1.54741642869422,5.18657675468295,2.88852620412604e-07,2.35602689699026e-06,5.65415839301242
"AC090114.2",-0.386115316949398,1.88752102941335,-5.18228780459122,2.95298320983204e-07,2.4044508892923e-06,5.63286333096873
"AC013553.3",-0.293395605392717,0.501856026017789,-5.17973973035839,2.99193419171915e-07,2.43403320424222e-06,5.62021954968828
"AC106886.3",0.353704059525006,0.58212976990473,5.17968682200266,2.99274821881644e-07,2.43403320424222e-06,5.61995707401951
"AP001107.6",0.334841839229192,0.600317694559242,5.17859425165546,3.00960607392695e-07,2.44634034999934e-06,5.61453743830552
"AC005479.2",0.398493378689079,0.649667273449099,5.17543666172277,3.05884448369296e-07,2.48493864761211e-06,5.59888028736294
"CATIP-AS1",0.307157864946467,0.554370610535905,5.16914240593839,3.1593316022832e-07,2.56363393211028e-06,5.5676959072229
"AP001042.1",0.59934064201386,0.975879415857481,5.16488581407752,3.22909058413449e-07,2.61874073916994e-06,5.54662672647842
"AC138207.5",-0.557364144618136,1.79880861463718,-5.16405041254434,3.24295542560886e-07,2.62848119573649e-06,5.54249354698341
"AC135050.4",0.281414816060479,0.411940154759489,5.16360454203444,3.25037892974535e-07,2.63299266903258e-06,5.5402878378123
"BX255925.1",-0.498408260206311,1.31891991126978,-5.15712745690201,3.36009130590663e-07,2.72031149928797e-06,5.50826561118852
"AC022211.3",0.335231958717258,1.23388316451198,5.15633822996816,3.37370208595344e-07,2.72977173347465e-06,5.50436625635326
"AL589765.6",0.342450712542968,0.623086944607532,5.15351502603458,3.42282834972746e-07,2.76636343704313e-06,5.4904220664221
"AC104083.1",-0.893164952737697,2.67706593171662,-5.15211376960571,3.44746778495243e-07,2.78468964783394e-06,5.48350367581885
"SH3RF3-AS1",0.431072799110468,1.25314383905152,5.14195503302692,3.6313002844435e-07,2.92984136780143e-06,5.4333989010197
"LINC01169",0.804463368752714,0.767650881580281,5.13453050285006,3.77161629946621e-07,3.03959253332763e-06,5.39683724993537
"AC009902.2",0.41871543344662,1.11155121869555,5.13250966354477,3.81070723051598e-07,3.0693514602156e-06,5.38689415996674
"AC087612.1",-0.3621317992743,0.165927406305948,-5.12766120230117,3.9061002404225e-07,3.14261504019463e-06,5.36305306579036
"LINC00562",0.268801373373958,0.494141794931091,5.12730088541602,3.9132809154537e-07,3.14660636741189e-06,5.3612821250663
"AC068234.2",-0.370845739459787,0.617199121128248,-5.12718197954285,3.91565336493117e-07,3.1467291440626e-06,5.360697733354
"FOCAD-AS1",0.385867383743836,0.66046182479378,5.12263547537189,4.00741764334185e-07,3.21864886753621e-06,5.33836218943254
"AL136084.3",-0.706658120908465,1.3525381100396,-5.12009617471474,4.05957126687311e-07,3.25869095578671e-06,5.3258953385348
"CRYZL2P-SEC16B",0.314969319620269,0.607759527567326,5.11774926636835,4.10835673803383e-07,3.2959855754594e-06,5.31437810669798
"AC026740.1",0.693260547021572,1.84165665300038,5.11520642785694,4.16185497299948e-07,3.33701674758148e-06,5.30190485016372
"LINC01655",0.461054907908295,0.433430404083981,5.11400756263877,4.18731074600523e-07,3.35552951584908e-06,5.29602609625858
"AC040169.3",0.395634498190687,0.941151244456254,5.11266349939807,4.21602858192225e-07,3.37663396482089e-06,5.28943685729367
"AL049794.1",0.3126418426229,0.598410122956566,5.10748929211699,4.32837137201873e-07,3.46465231901398e-06,5.26408530602447
"AC093297.2",0.556599184455074,3.17370251132906,5.10608420273491,4.35937516039269e-07,3.48750012831415e-06,5.257205007849
"LUCAT1",0.389368484683396,0.458499371477717,5.10423278510234,4.40055539854222e-07,3.51647538499067e-06,5.24814183584441
"AP000873.2",0.367752249271185,1.1237980300133,5.1014044031696,4.46419297189999e-07,3.56531828561433e-06,5.23430201082215
"AC120498.6",-0.411953471060506,0.374587444532951,-5.101236562233,4.46799717152853e-07,3.56634729186872e-06,5.23348095432107
"LINC02538",0.2891044098597,0.510424731358842,5.09837030940381,4.53344813018849e-07,3.61655378129162e-06,5.21946344919023
"AC004988.1",0.33722454783999,0.36050669242579,5.09745810585669,4.55447209858444e-07,3.63128214114359e-06,5.21500380889361
"AC023825.2",0.366908887773647,0.468742025722713,5.09650383326398,4.57656653568715e-07,3.64684694827999e-06,5.2103392850588
"AL157838.1",0.407890924325684,1.06702150146792,5.09632787391928,4.58065185327902e-07,3.64805172315075e-06,5.20947927632194
"AC099568.2",-0.485535142420946,1.77594662398019,-5.09615537035012,4.5846603594739e-07,3.6491940065077e-06,5.20863618437433
"AC022364.1",-0.321269461578833,0.970878461308541,-5.08802394483294,4.77750874698067e-07,3.79842759378564e-06,5.16892456607198
"NPSR1-AS1",0.363532994286165,0.339356405893591,5.08374442619874,4.88212998043207e-07,3.87811237563788e-06,5.14804804681504
"AL353747.3",0.596628483845084,0.703735646373496,5.08370093781903,4.88320442333071e-07,3.87811237563788e-06,5.1478359831092
"AC013652.1",0.40473306464177,0.72284097829933,5.08124955685676,4.94414031923679e-07,3.92430756805716e-06,5.13588494174088
"U47924.3",0.344311042815245,0.658262604130446,5.07838098844648,5.01638016126458e-07,3.97743422453003e-06,5.12190675918481
"SPINT1-AS1",-0.47380951007972,4.82104942941246,-5.07836897574027,5.01668481479945e-07,3.97743422453003e-06,5.12184823802916
"SNHG22",0.500531918221284,0.993009045077062,5.07816998863942,5.02173391760036e-07,3.97921185108456e-06,5.12087887009448
"AC069185.1",-0.273652651065415,0.600405219322563,-5.07566910638235,5.08561168971654e-07,4.02532838154225e-06,5.10869877748075
"DHCR24-DT",0.294646761094861,0.689394569289433,5.06520934616526,5.361391765683e-07,4.23651558920413e-06,5.05781633744821
"LINC02691",-0.434869616600698,0.45957956633983,-5.06124026074645,5.46977753331467e-07,4.3125454011273e-06,5.03853368665905
"ASH1L-AS1",0.405517382999523,2.41034684509903,5.0588929342276,5.53487042596259e-07,4.36144097601143e-06,5.02713643839854
"AC010997.4",0.314017543328177,0.639849720877189,5.05760349316319,5.57094537896398e-07,4.38742898289963e-06,5.02087773892117
"AL442067.1",0.453215857526459,0.651631504012875,5.05571993522252,5.6240507409683e-07,4.42679307628909e-06,5.01173795380798
"AC007014.2",0.383309745705787,0.562326322169678,5.05352950426905,5.68642348702791e-07,4.47114575872959e-06,5.00111304439462
"PCAT7",0.62835775094748,2.37495164608338,5.05351960184511,5.68670697163477e-07,4.47114575872959e-06,5.00106502131375
"LINC00662",0.337966616245783,1.62907947440683,5.05087800965164,5.76281970041198e-07,4.52847738764081e-06,4.98825737853787
"LINC01876",0.587103483429935,1.02388730760868,5.04947901441441,5.80352700165893e-07,4.55793899033335e-06,4.98147691326096
"LINC02544",0.627483764197957,0.645448844377001,5.04773186926379,5.85475490282259e-07,4.59054233973523e-06,4.97301151336142
"AP006621.2",0.724997889773955,1.96325720706161,5.04367406540862,5.97542490156376e-07,4.67997919362253e-06,4.95336075973885
"AP000692.1",0.461901298966058,1.00486132575834,5.04296145242738,5.99686301509108e-07,4.69158554646419e-06,4.94991128875806
"LINC01106",0.460770192667442,1.61460579703137,5.04210373970926,6.02276484517102e-07,4.70665460006308e-06,4.94576004488239
"AC092809.4",0.628570259987439,1.54617164619996,5.03656698188373,6.19258762083531e-07,4.83137711133524e-06,4.91897836360366
"AC099518.2",0.478943289873948,1.32526270619931,5.0355670226466,6.22374751193618e-07,4.85301676178258e-06,4.91414438548295
"JMJD1C-AS1",-0.300785943985368,0.787459149524927,-5.03125571757797,6.35983591418446e-07,4.95368318238895e-06,4.89331292154935
"AC012501.2",0.510771924154543,0.471268279510986,5.03097419737889,6.36882151949714e-07,4.95795792753385e-06,4.89195323832537
"AC024940.6",0.428934531508498,0.876507872842831,5.02801767566466,6.46393203302288e-07,5.02923712953526e-06,4.87767810179663
"LINC02331",0.440508985770805,0.428057914385994,5.0250498382073,6.56078588090088e-07,5.10179378209824e-06,4.8633561171956
"AC009407.1",-0.595838393482447,1.39335116309397,-5.0233322871172,6.61747610727518e-07,5.14305599214544e-06,4.8550712431155
"ZNF460-AS1",0.445605657740439,1.51468061626382,5.02038767280641,6.71577008586173e-07,5.21373257049156e-06,4.84087352180804
"DNAJC3-DT",0.557096300408984,2.36913456831069,5.01899954761833,6.7625946860659e-07,5.24721085219869e-06,4.83418321706595
"AC027644.3",-0.461541213613909,1.62359653459183,-5.01699508438698,6.83076661598736e-07,5.29720719629304e-06,4.82452538018664
"AC109460.2",0.532196593924809,1.92533096334896,5.01442127842633,6.91927581366809e-07,5.36291164213007e-06,4.81212957786103
"AP001505.1",0.623579117184436,3.75947974299016,5.01365789891122,6.94573954836483e-07,5.38048108402294e-06,4.80845416662203
"AC125603.2",0.758607003301156,0.941088372334664,5.00774772085302,7.15395934420711e-07,5.53572749254804e-06,4.78001616539883
"AL662791.1",0.396599597985883,0.960805671049133,5.00143207476165,7.38312430457271e-07,5.70991698507898e-06,4.74966140948068
"IGFL2-AS1",0.805170021467643,0.783653964104637,5.00132352030391,7.38712454192638e-07,5.70991698507898e-06,4.74913997575893
"AC078993.1",1.14533446358077,1.34364670808678,4.99925122072392,7.46389144512075e-07,5.75983261437299e-06,4.73918783460673
"AC105219.1",0.342322002733538,0.918683447243287,4.99777400448046,7.51908359311846e-07,5.79926708465981e-06,4.73209588465053
"AC098484.2",0.298790423717674,0.811020466486984,4.99465029510004,7.63709320827214e-07,5.88388224567749e-06,4.71710568076215
"AL161729.1",0.2801468238671,0.885953761666145,4.99220499052021,7.73071957085765e-07,5.94954835160033e-06,4.70537707946196
"AC010894.2",0.401789376915874,1.23547143065483,4.99013153455619,7.81097593709688e-07,6.00805181140995e-06,4.69543616138861
"AC004080.5",-0.278048540086503,0.329518645859322,-4.98933653276031,7.84196058690691e-07,6.02861351843776e-06,4.6916256394017
"LINC00638",0.419386936948024,1.10935311512306,4.98880408763041,7.86277859005811e-07,6.04134142507662e-06,4.68907389105139
"LINC00893",0.386783956700534,0.959077258825951,4.98511286907663,8.00857530807123e-07,6.15003052910172e-06,4.67139061009091
"TMEM51-AS1",0.335620203760795,1.22700978015446,4.98372688572253,8.06399043159968e-07,6.18923272108051e-06,4.66475399293341
"PLAC4",0.460802503658879,0.46002413218419,4.98328405876754,8.08177367697857e-07,6.19952508900694e-06,4.66263392797451
"AC011815.1",-0.28352987062677,1.00216849434374,-4.98202979189816,8.13234882760552e-07,6.2315771340614e-06,4.65662998267249
"AC023043.4",0.510642255331168,1.72815279333405,4.97992720134806,8.21781667265156e-07,6.29026831271645e-06,4.6465684008859
"AC018755.4",-0.512846382230839,0.843178024121103,-4.97740370605131,8.32153904328325e-07,6.3662243646834e-06,4.63449783539522
"AC000067.1",0.264052069215067,0.277345674045508,4.97434789650684,8.44883340388796e-07,6.45663947889572e-06,4.61988863607934
"MED4-AS1",0.369163821563023,0.752481070178169,4.97208268709195,8.54440513703875e-07,6.52615771673821e-06,4.60906448653247
"PSPC1-AS2",0.556888914714043,1.4974860595406,4.95961081319218,9.08958745864041e-07,6.93193851549697e-06,4.54955012632066
"AC053503.4",-0.318122195939497,0.797668566204871,-4.9595939810873,9.09034544322013e-07,6.93193851549697e-06,4.54946989883241
"AC010273.3",0.3479981623191,0.45505993894991,4.95934169859081,9.10171355905973e-07,6.93687588243176e-06,4.54826746554588
"AC100803.4",0.330385109822416,0.417950271492998,4.95783504786544,9.16989102236926e-07,6.9805027568882e-06,4.54108761797964
"AL583810.1",0.406311495940906,0.872658113839856,4.95775057907641,9.17372787534052e-07,6.9805027568882e-06,4.54068514710308
